nothing_prob,throw_prob,swing_prob
1.0,5.1865454e-09,8.664119e-09
0.9983369,0.00014234454,0.0015207778
0.98609155,0.013834042,7.4409385e-05
0.99998987,1.5986068e-08,1.0130842e-05
0.99999964,1.9067203e-07,1.6864034e-07
1.0,1.4965904e-10,6.1403504e-12
1.0,1.458341e-09,3.4864428e-08
1.0,7.869895e-09,1.4074081e-10
1.0,8.76095e-09,1.0907861e-08
0.99994886,1.4350937e-06,4.9652343e-05
1.0,1.8080252e-12,1.02078825e-10
0.35583532,0.31431213,0.32985252
0.9996455,0.0003089882,4.5543304e-05
1.0,5.9319764e-11,1.570045e-13
1.0,3.7670127e-08,1.27147635e-08
1.0,1.1558942e-12,2.498347e-13
0.017813737,0.040485498,0.94170076
0.9662081,0.030592406,0.0031995482
1.0,1.4428754e-08,8.527016e-12
1.0,2.6980424e-16,2.406463e-16
0.9995523,1.892833e-05,0.00042868956
0.99999225,7.713891e-06,2.0111973e-08
